productId,title,description,uom,pricing.price,Image,Walmart,Zehrs,Freshco,Food Basics,Canadian Superstore,Farahs,No Frills
21158606_EA,Bassé Mix Edamame Power,"Dried cranberries, roasted almonds, roasted edamame, roasted pumpkin seeds.  .  12 g protein per serving .  .  We go nuts for you.  At Bassé, we travel the world for the best quality nuts, seeds, dried fruits a",EA,5.5,https://assets.shop.loblaws.ca/products/21158606/b2/en/front/21158606_front_a06_@2.png,5.11,4.84,4.56,5.11,5.22,4.51,4.84
21519767_EA,Reignbow Sherbet,"<ul><li>Full Flavour, Zero Sugar with BCAA's, CoQ10 & Electrolytes</li><li>REIGNBOW SHERBET | A burst of Orange, Raspberry & Pineapple flavors, perfectly swirled together, sending your taste buds into pure bliss.</li><li>THE ULTIMATE FITNESS FOCUSED BEVERAGE | Designed for an active lifestyle to support your high-performance needs!</li><li>LEGIT INGREDIENTS FOR LEGIT PERFORMANCE | Power through your workout with REIGN ENERGY</li><li>180mg of Caffeine, 10 Calories</li><li>Power through your day and your workout with a 473mL Reign Energy Drink</li></ul><p>THE ULTIMATE FITNESS FOCUSED BEVERAGE | Blended with BCAAs, 180mg of Natural Caffeine, CoQ10 & electrolytes, REIGN™ Energy is designed for your active lifestyle. Offering zero sugar, 10 calories, and zero artificial flavours & colours, Reign is the ultimate fitness-focused beverage to support your high-performance needs. </p><p>REIGNBOW SHERBET | A burst of Orange, Raspberry & Pineapple flavours, perfectly swirled together, sending your taste buds into pure bliss. Just like the Push Pops you used to enjoy as a kid, take a stroll down memory lane with REIGNbow Sherbet!</p><p>LEGIT INGREDIENTS FOR LEGIT PERFORMANCE | With REIGN Energy, you get more BCAA’s, CoQ10 and electrolytes than the leading competitor.</p><p>POWER THROUGH YOUR WORKOUT | REIGN™ Energy provides multiple benefits to help you power through a tough workout. 180mg of Natural Caffeine provides a pre-workout boost as well as a sustained release of energy throughout your workout.  BCAAs may help muscles recover post workout. CoQ10 may increase power during exercise. B Vitamins may reduce fatigue.  </p>",EA,2.47,https://assets.shop.loblaws.ca/products/21519767/b2/en/front/21519767_front_a06_@2.png,2.3,2.17,2.05,2.3,2.35,2.03,2.17
21495784_EA,BBQ Pork Buns,,EA,6.99,https://assets.shop.loblaws.ca/products/21495784/b2/en/front/21495784_front_a06_@2.png,6.5,6.15,5.8,6.5,6.64,5.73,6.15
20299648_EA,Honeycomb Cereal,"Honeycomb Cereal by Post offers a delightful breakfast choice that kids will love. Enjoy a tasty bowl in the morning to start the day off right, or use it as a fun ingredient to make marshmallow cereal bars that make snack time exciting. Its distinct honeycomb shape and texture bring a bit of fun to any meal or treat.",EA,4.0,https://assets.shop.loblaws.ca/products/20299648/b2/en/front/20299648_front_a06_@2.png,3.72,3.52,3.32,3.72,3.8,3.28,3.52
21595493_EA,Harvest Grape Can,"<p>HARVEST GRAPE | Reign Storm Harvest Grape boast the rich flavour of sweet concord grapes.CLEAN ENERGY |  Reign Storm contains ZERO sugar, only 10 calories and caffeine from natural sources which will help give you a natural boost. PLANT BASED ENERGY | With Reign Storm, you can harness the power of great tasting clean energy, with no artificial colours or flavours and 140mg of plant-based caffeine, with better for you ingredients that nourish the body, mind and soul!<ul><li>HARVEST GRAPE | Boasts the rich flavour of sweet concord grapes</li><li>CLEAN ENERGY | Natural boost to improve concentration and mental focus</li><li>PLANT-BASED ENERGY | Better for you ingredients that nourish the body, mind and soul!</li><li>0g Sugar, 140mg of Caffeine from natural sources, 10 Calories</li></p>",EA,2.47,https://assets.shop.loblaws.ca/products/21595493/b2/en/front/21595493_front_a06_@2.png,2.3,2.17,2.05,2.3,2.35,2.03,2.17
21002684_EA,Free From Oven-Roasted Chicken Breast,"Made with grain-fed chicken raised without the use of antibiotics or hormones*, this extra lean chicken breast is tender with a mild flavour. A staple for everyday sandwiches, get creative and layer in a BLT dressed with aioli or wrap in a tortilla with a little teriyaki sauce, shredded carrot and purple cabbage.",EA,7.49,https://assets.shop.loblaws.ca/products/21002684/b2/en/front/21002684_front_a06_@2.png,6.97,6.59,6.22,6.97,7.12,6.14,6.59
21459636_EA,Loads of Gummies & Candies Milk Chocolate Dessert Bar,We’ve made it so you never have to choose between your chocolate craving and your undeniable urge for candy. Why shouldn’t you indulge duelling desires at once? Our PC® Loads of Gummies & Candies Milk Chocolate Dessert Bar starts with European chocolate (of course). Then we added gummies. And candy. “Loads of” isn’t just a cute name—it’s a mission we take very seriously. As seriously as the most urgent gummy craving.  ,EA,3.49,https://assets.shop.loblaws.ca/products/21459636/b2/en/front/21459636_front_a06_@2.png,3.25,3.07,2.9,3.25,3.32,2.86,3.07
20865466_EA,"Organic Spread, Rich & Creamy  ",Say Goodbye to Butter®.  Virgin coconut oil.  .  Plant powered!.  We created Melt with the healthiest organic ingredients that will help you feel great while enhancing the flavour or the foods you love! And M,EA,6.29,https://assets.shop.loblaws.ca/products/20865466/b2/en/front/20865466_front_a06_@2.png,5.85,5.54,5.22,5.85,5.98,5.16,5.54
21613557_EA,Minis Cool Ranch Flavoured Tortilla Chips,"<p><br></p><ul> Doritos Minis Cool Ranch flavoured tortilla chips are mini-sized snacks that are big on taste! You'll love the zesty Cool Ranch flavour of these bite-sized chips, a perfect on-the-go snacking companion. Enjoy the bold flavours of onion, garlic, tomato and spice merging together in a creamy, cool ranch blend. Dig into this unbelievably tasty snack during a work break, between classes, on a road trip, or anytime you want a crunchy chip with full-bodied Cool Ranch flavour. With a resealable canister, it will keep your snacks fresh. Grab these mini tortilla chips to share on game night or your next get-together, and savour all that mega flavour. </ul><p>
<br></p><ul><li> Mini Size With Mega Taste — Doritos Minis Cool Ranch flavour are your favourite tortilla chips in a tasty, bite-sized version </li>
<li> Savour The Zest — Grab a handful of these mini-sized tortilla chips and taste the full-bodied Cool Ranch flavour. </li>
<li> 	So Satisfying — You'll love this crunchy snack and the bold flavours packed into each mini-sized tortilla chip  </li>
<li> 	Good On The Go — Take them anywhere for a convenient and satisfying snack; the resealable container keeps them fresh and is great when you're out and about. </li>
<li> What You'll Get — One 145 g canister of Doritos Minis Cool Ranch flavoured tortilla
</li></ul><p><br></p>",EA,3.99,https://assets.shop.loblaws.ca/products/21613557/b2/en/front/21613557_front_a06_@2.png,3.71,3.51,3.31,3.71,3.79,3.27,3.51
21371246_EA,"Lunchbox Granola Bars, Caramel Chocolate, Kids Snacks, 5 ct","Nature Valley Lunchbox Granola Bars are peanut free and packed with fibre and whole grains making them the perfect school-safe snack for your little one. A tasty snack for a busy day or an active lifestyle, smart snacking has never tasted so good. As a convenient bars for kids snack time or an on-the-go treat, it's perfect for the lunch box, pantry, and hiking trail. Made with no artificial flavours or artificial colours. At Nature Valley, we believe that what you put in is what you get out. So when you need to be great out there, you can rely on us for real energy, wherever and whenever you need it. Energy you can depend on. Contains five bars in total.	<ul><li> CHEWY GRANOLA BARS: Nature Valley Caramel Chocolate Lunchbox Granola Bars are peanut free and packed with fibre and whole grains making them the perfect school-safe snack for your little one</li><li> PERFECTLY PORTABLE: A tasty snack for a busy day or an active lifestyle; Perfect for the lunch box, pantry, and hiking trail</li><li> SCHOOL-SAFE: Peanut-free snack with high fibre and no artificial colours or flavours</li><li> WHOLE GRAINS: With eight grams of whole grains per serving, these portable bars make excellent lunchbox snacks</li><li>CONTAINS: 26 g, five ct</li></ul>",EA,3.0,https://assets.shop.loblaws.ca/products/21371246/b2/en/front/21371246_front_a06_@2.png,2.79,2.64,2.49,2.79,2.85,2.46,2.64
20300006003_EA,Diet Cranberry Juice,"Add a refreshing twist to your day with Ocean Spray Diet Cranberry Juice. A delightful blend of crisp sweetened cranberries, this beverage is the perfect companion to your breakfast toast or as a base for a zesty homemade cocktail. ",EA,4.49,https://assets.shop.loblaws.ca/products/20300006003/b2/en/front/20300006003_front_a06_@2.png,4.18,3.95,3.73,4.18,4.27,3.68,3.95
21109099_EA,"Organic Almond Beverage, Unsweetened Vanilla","Made with zero pesticides and non-GMO ingredients, Earth's Own So Nice Organic Unsweetened Vanilla Almond Milk only has 35 calories per serving! Every ingredient is made without chemical pesticides. Blend it in your plant-based smoothie, pour it over your morning cereal, use it as a dairy-free replacement in your baked goods or just enjoyed in a glass, treat yourself and the planet with some organic almond milk.",EA,3.99,https://assets.shop.loblaws.ca/products/21109099/b2/en/front/21109099_front_a06_@2.png,3.71,3.51,3.31,3.71,3.79,3.27,3.51
21214413_EA,"Nesquik Chocolate Breakfast Cereal, Jumbo Size","Make a fun start to the day with Nesquik Chocolate Breakfast Cereal. Nesquik transforms your ordinary bowl of milk into a chocolatey adventure and brings smiles to breakfast time. Share the magic with everyone in your family. Pour a bowl with milk for breakfast, or pack a bag of the whole grain cereal for a snack. Nesquik Chocolate Breakfast Cereal provides a fun, fuss-free breakfast with the delicious chocolatey taste kids love while providing whole grains, B vitamins, iron and calcium to start the day. This crunchy cereal is perfect for breakfast with milk, as an afternoon snack, or added to your favourite cereal bars or party mix. Contains one 900 gram Jumbo Size cereal box in total.<ul><li>BREAKFAST CEREAL: Make a fun start to the day with Nesquik Chocolate Breakfast Cereal; Pour a bowl with milk for breakfast or pack a bag for an afternoon snack</li><li>CHOCOLATE CRUNCH: Transforms your ordinary bowl of milk into a chocolatey adventure and brings smiles to breakfast time; Crunchy texture that's delicious on it's own or for breakfast with milk</li><li>WHOLE GRAINS: Made with whole grains as the first ingredient and contains fibre and eight essential vitamins and minerals; No artificial flavours or colours</li><li>PANTRY FAVOURITE: A pantry and kids snacking favourite; Jumbo Size box is a perfect addition to your weekly groceries and on-the-go snack </li><li>CONTAINS: 900 g, one ct</li></ul>",EA,10.99,https://assets.shop.loblaws.ca/products/21214413/b2/en/front/21214413_front_a06_@2.png,10.22,9.67,9.12,10.22,10.44,9.01,9.67
20092556_EA,Canola Oil,"100% Pure Mazola Canola Oil Is A Wise Choice For Todays Lifestyles. Not Only Does Mazola Provide Superior Performance In Frying, Cooking, Baking And Dressings But It Contains No Additives Or Preservatives And Is Low In Saturated And Trans Fats!  A Healthy Diet Low In Saturated And Trans Fats May Reduce The Risk Of Heart Disease.",EA,7.88,https://assets.shop.loblaws.ca/products/20092556/b2/en/front/20092556_front_a06_@2.png,7.33,6.93,6.54,7.33,7.49,6.46,6.93
20303412001_EA,"Probiotic Yogurt, Strawberry/Blueberry/Raspberry/Peach Flavour","Offered in a wide variety of flavours, Activia Classic features delicious, nutritious probiotic* yogurts that contribute to the health of the gut flora and perfectly complement a healthy diet.Try our Raspberry, Strawberry, Peach and Blueberry, four exquisite flavours available in one convenient 12 x 100g format.* With more than 1 billion CFU Bifidobacterium lactis per serving, a probiotic that contributes to healthy gut flora.<ul><li>Yogurt with Probiotics</li><li>Contributes to your gut flora health</li><li>Delicious and creamy, it's the perfect snack any time of day</li><li>Treat yourself today with Canada's best-selling yogurt</li><li>Good source of calcium</li><li>Made with 100% Canadian milk</li></ul>",EA,5.5,https://assets.shop.loblaws.ca/products/20303412001/b2/en/front/20303412001_front_a06_@2.png,5.11,4.84,4.56,5.11,5.22,4.51,4.84
21585019_EA,CHIPS AHOY! Mini Original Chocolate Chip Cookies,"<p>Experience the joy of snacking with Mini Chips Ahoy, where the classic chocolate chip cookie sensation meets bite-sized indulgence. This resealable pack is conveniently designed to keep your Mini Chips Ahoy! fresh and to take on-the-go. Each pack bursts with tiny, crunchy cookies loaded with irresistible chocolate chips. Elevate your moments with the convenience and deliciousness of Mini Chips Ahoy! – a snack that's small for fun but big for taste!</p><ul><li>Peanut free so they’re the perfect snack for the school lunchbox, soccer practice, and everywhere in between</li><li>This resealable pack makes these cookies perfect for sharing, whether you're at home, school, the office, or out and about!</li><li>Made with real chocolate chips</li><li>Low in saturated fat, 0 trans fat, and 0 cholesterol</li><li>This package contains one 200 g bag of Chips Ahoy! Mini Original Chocolate Chip Cookies</li></ul>",EA,2.49,https://assets.shop.loblaws.ca/products/21585019/b2/en/front/21585019_front_a06_@2.png,2.32,2.19,2.07,2.32,2.37,2.04,2.19
20686716001_EA,"Fruitsations Fruit Flavoured Snacks, Assorted Fruit, Gluten Free, 10 ct","When you need a tasty snack for kids of all ages, choose the juicy goodness of Mott's Fruitsations Fruit Flavoured Snacks. Not only are these bite-sized treats wholesome and delicious, but they are also made with real fruit and veggie juices. Plus, one serving of these gluten free Fruit flavoured Snacks has 100% daily value of vitamin C. You've finally found the perfect after-school snack that's a win for you and your kids. Packaged for on-the-go convenience, Mott's Assorted Fruit Flavoured snack pouches are the perfect addition to your pantry and grocery routine and a snack every member of the family will love. Contains 10 fruit flavoured snack pouches in total.	<ul><li> FRUIT FLAVOURED SNACKS: Fruit Flavoured treats the whole family can enjoy; Made with real fruit and veggie juice and packaged for on-the-go convenience</li><li> FUN KIDS SNACK: These packaged snack pouches are the perfect treat to include in a packed school lunch box</li><li> GLUTEN FREE: Tasty treats made without gluten for snacks you can feel great about</li><li> ON-THE-GO SNACK: These Fruit Flavoured Snacks are the perfect addition to your pantry and a snack every member of the family will love</li><li> CONTAINS: 23 g, 10 ct</li></ul>",EA,3.0,https://assets.shop.loblaws.ca/products/20686716001/b2/en/front/20686716001_front_a06_@2.png,2.79,2.64,2.49,2.79,2.85,2.46,2.64
21297144_EA,Black Sesame Ice Cream,,EA,5.99,https://assets.shop.loblaws.ca/products/21297144/b2/en/front/21297144_front_a06_@2.png,5.57,5.27,4.97,5.57,5.69,4.91,5.27
20321430023_EA,Noodles Side Dish quick and easy to prepare Honey Garlic ,"<ul><li>Knorr Sidekicks Honey Garlic Noodles Side Dish expertly blends garlic, honey and sesame oil with noodles</li><li>Knorr Sidekicks Honey Garlic Noodles Side Dish can be enjoyed as an easy-to-prepare quick meal that cooks in 7 minutes</li><li>For a quick meal, boil 250 ml water and 15 ml margarine (optional). Stir in package content, return to boil. Simmer for 8 mins, until noodles are tender, stir occasionally. Let stand, stir, serve.</li><li>Knorr Sidekicks Honey Garlic Noodles Side Dish contain no artificial flavours</li><li>Perfect as part of a delicious Knorr recipe or as a standalone noodle side dish</li><li>Knorr Sidekicks Honey Garlic Noodles Side is a combination of classic flavours in an easy-to-make side dish that the whole family will love</li></ul>",EA,2.29,https://assets.shop.loblaws.ca/products/20321430023/b2/en/front/20321430023_front_a06_@2.png,2.13,2.02,1.9,2.13,2.18,1.88,2.02
20002786_EA,Original Hot Dogs,"<p>Perfect for any day of the week, serve Original Hot Dogs on soft hot dog buns. Enjoy the classic taste and texture of these delicious smoked wieners. Serve with your favourite toppings and condiments.</p>",EA,3.0,https://assets.shop.loblaws.ca/products/20002786/b2/en/front/20002786_front_a06_@2.png,2.79,2.64,2.49,2.79,2.85,2.46,2.64
20795090002_EA,Earl Grey Specialty Tea   ,"The flavour of bergamot, combined with our delicious Orange Pekoe base, creates a distinctive and regal taste experience.",EA,3.47,https://assets.shop.loblaws.ca/products/20795090002/b2/en/front/20795090002_front_a06_@2.png,3.23,3.05,2.88,3.23,3.3,2.85,3.05
20770654_EA,Herb & Spice Havarti Cheese Block,"
  Soft,
  rindless cheese with a buttery flavour, a smooth and shiny surface, and
  several eyes (holes). Its mild, nutty taste becomes sharper as it ages and is
  sure to please kids as well as the finest palates. Offered here in Herb and
  Spice version.
",EA,7.49,https://assets.shop.loblaws.ca/products/20770654/b2/en/front/20770654_front_a06_@2.png,6.97,6.59,6.22,6.97,7.12,6.14,6.59
20938249_EA,Original,"<ul><li>BIG BAD BUZZ | Get the boost you need to make it through your day with a 473mL Monster Energy Drink</li>	<li>SMOOTH & EASY FLAVOUR | Sweet & tasty - It tastes like Monster!  </li>	<li>UNLEASH THE BEAST | Offers the ideal combo of the right ingredients in the right proportion for a vicious punch</li> <li>166mg of Caffeine, 210 Calories</li>	</ul><p>BIG BAD BUZZ | Get the boost you need to make it through your day with this Monster Energy drink. It features a smooth, delightful flavour. This wicked mega hit delivers twice the buzz of a regular energy drink. It offers the ideal combo of the right ingredients in the right proportion for a vicious punch.</p> <p>SMOOTH & EASY FLAVOUR | Monster packs a powerful punch, but has a smooth easy drinking flavour. What does it taste like? It tastes like Monster! It's just what you need for a refreshing pick-me-up delivering 166mg of caffeine per 473mL can.</p><p>UNLEASH THE BEAST | Tear into a can of the meanest energy drink on the planet, Monster Energy. It`s the ideal combo of the right ingredients in the right proportion to deliver the big bad buzz that only Monster can. Monster packs a powerful punch but has a smooth easy drinking flavour. Athletes, musicians, anarchists, road warriors, metal heads, geeks, hipsters, and bikers dig it- you will too... Unleash the Beast!</p>",EA,2.47,https://assets.shop.loblaws.ca/products/20938249/b2/en/front/20938249_front_a06_@2.png,2.3,2.17,2.05,2.3,2.35,2.03,2.17
20166737001_C04,"Energy Drink,","<ul><li>Red Bull Energy Drink's special formula contains ingredients of high quality: Caffeine, Taurine, Sugars, Alpine water.</li><li>One 250 ml can of Red Bull Energy Drink contains 80 mg of caffeine, about the same amount as in a cup of home-brewed coffee.</li><li>The amount of sugars in a can of Red Bull Energy Drink is comparable to the level of sugars in an equivalent amount of apple or orange juice – 27 g per 250 ml.</li><li>Red Bull cans are made of 100% recyclable aluminium.</li><li>Pack of four (4 Pack) 250 ml Red Bull Energy Drink can.</li><li>Vitalizes Body and Mind.®</li></ul>Red Bull Energy Drink, 250 ml (4 pack).RED BULL GIVES YOU WINGS.Inspired by functional drinks from the Far East, Dietrich Mateschitz founded Red Bull in the mid-1980s. He developed a new product and a unique marketing concept and launched Red Bull Energy Drink on April 1, 1987 in Austria. A brand new product category - Caffeinated Energy Drinks - was born.WHEN TO DRINK.Red Bull Energy Drink is appreciated worldwide by top athletes, students, busy professionals and travelers on long journeys.WHAT'S INSIDE THE CAN.Caffeine: Caffeine was widely used by ancient civilisations. It was traditionally consumed from natural sources like tea, coffee, cacao beans and cola nuts and appreciated for its stimulating effects on the human body.Taurine: Taurine is an amino acid, naturally occurring in the human body and present in the daily diet.Sugars: Red Bull Energy Drink is made with real sugars.Alpine Water: Water is a main ingredient of Red Bull.",C04,10.49,https://assets.shop.loblaws.ca/products/20166737001/b2/en/front/20166737001_front_a06_@2.png,9.76,9.23,8.71,9.76,9.97,8.6,9.23
21520698_EA,Breton Basil and Olive Oil Crackers,"Enjoy the savoury flavour of Breton Basil and Olive Oil crackers. Light, crispy and irresistible, these crackers are made with no artificial colours, flavours or preservatives and they are low in saturated fat. You can enjoy them on their own as a snack or with cheese, spreads, soups and more. Breton Basil and Olive Oil crackers are peanut free and certified plant based.",EA,2.99,https://assets.shop.loblaws.ca/products/21520698/b2/en/front/21520698_front_a06_@2.png,2.78,2.63,2.48,2.78,2.84,2.45,2.63
20138827_EA,Smokehouse Bacon,"Create mouthwatering bacon-wrapped appetizers, add a smoky and savoury touch to sandwiches and burgers, or elevate your breakfast platter with crispy strips of bacon. Fletchers Smokehouse Bacon is sure to satisfy bacon lovers and add a delicious smoky flavour to any dish.",EA,4.49,https://assets.shop.loblaws.ca/products/20138827/b2/en/front/20138827_front_a06_@2.png,4.18,3.95,3.73,4.18,4.27,3.68,3.95
21520702_EA,Vinta Roasted Red Pepper Crackers,"Savour the hearty taste of Vinta Roasted Red Pepper crackers with an authentic ""off-the-grill' taste of roasted red peppers. Made from a perfected secret recipe, the unique texture and combination of 8 grains and seeds create a satisfying snack experience for all to enjoy. Pair them with your favourite cheeses, dips and spreads.",EA,2.99,https://assets.shop.loblaws.ca/products/21520702/b2/en/front/21520702_front_a06_@2.png,2.78,2.63,2.48,2.78,2.84,2.45,2.63
21500649_EA,Mini Cheese Crackers,"<p>RITZ Mini Cheese Nibs Snak Paks present a cheesy, delicious snack now in bite sized format and portion packed in individual sachets; perfect for at-home or on-the-go snacking! Baked with real cheese, these cheddar flavoured crackers offer an inviting taste both kids and adults alike will love!</p><ul><li>One 180 g box containing six individual 30 g portion packs of RITZ Mini Cheese Nibs Cheddar flavoured crackers</li><li>Baked with real cheese</li><li>Bite-size, crispy cheesy snack crackers</li><li>Perfect for at-home or on-the-go snacking</li><li>Grab & Go convenience as a lunchbox addition, before practice, or sharing with friends!</li></ul>",EA,2.49,https://assets.shop.loblaws.ca/products/21500649/b2/en/front/21500649_front_a06_@2.png,2.32,2.19,2.07,2.32,2.37,2.04,2.19
21184618_EA,Sauce Rib & Chicken,"Diana Gourmet Rib & Chicken Barbecue Sauce is made with the finest ingredients and a special blend of herbs and spices. Diana barbecue sauce is slowly simmered one careful batch at a time without any artificial flavours added to ensure that distinctive homemade taste. This BBQ sauce is perfect for ribs & chicken, just marinate or brush on meat.<ul><li>One 500mL bottle of Diana Rib & Chicken Barbecue Sauce</li><li>Made with only the finest ingredients</li><li>Diana Gourmet Rib & Chicken Sauce is made without artificial flavours for a distinctive, homemade taste</li><li>Perfect for grilled pork chops, steaks and chicken, or try it as a dipping sauce</li><li>From a brand you can trust for great taste & quality</li></ul>",EA,2.97,https://assets.shop.loblaws.ca/products/21184618/b2/en/front/21184618_front_a06_@2.png,2.76,2.61,2.47,2.76,2.82,2.44,2.61
21002188_EA,Mochi Ice Dessert Cool Mix  ,"Discover the dream-come-true-dessert and fill in love in love with a new level of indulgence.<br><br>Mochi Ice is a combination of tender sticky rice flour enrobed non-dairy frozen dessert made with pure, feshly squeeze coconut milk.<br><br>Enjoy perfect choice to treat yourself with delightful and guilt-free dessert..<br><br>Contain High MCFAs.<br><br>The medium-chain fat acids which helps in the process of excess calorie burning",EA,5.88,https://assets.shop.loblaws.ca/products/21002188/b2/en/front/21002188_front_a06_@2.png,5.47,5.17,4.88,5.47,5.59,4.82,5.17
21109503_EA,Caesar Salad Dressing,"Some classics are not to be messed with. So we worked hard to reduce 50% of the fat in our Caesar salad dressing, while maintaining the creaminess and flavour. The result? A rich, tangy dressing with Parmesan and Romano cheeses, and hints of garlic, mustard and anchovy paste. Oh, and think bigger than salads. This deserves to be drizzled in and on everything from wraps to chicken skewers to roasted veggies.",EA,5.0,https://assets.shop.loblaws.ca/products/21109503/b2/en/front/21109503_front_a06_@2.png,4.65,4.4,4.15,4.65,4.75,4.1,4.4
21587362_EA,"Non-dairy Vanilla Coffee Enhancer, Vegan","Now you can enjoy your favourite STARBUCKS Café flavour at home with STARBUCKS Non-dairy Vanilla Coffee Enhancer. The perfect alternative to coffee creamer, milk, half-and-half, or other coffee whiteners, Non-dairy Vanilla Coffee Enhancer is crafted with a smooth blend of almond and oat with added flavours of vanilla so you can always look forward to enjoying your morning, afternoon, or evening cup. Simply shake well before use and add it to your favourite STARBUCKS roast coffee, hot or iced, and enjoy every delicious sip! Only 30 calories per tablespoon, STARBUCKS Non-dairy Vanilla Coffee Enhancer is certified vegan and proudly prepared in Canada with no artificial flavours or colours. Elevate your coffee today with STARBUCKS Non-dairy Vanilla Coffee Enhancer!",EA,7.99,https://assets.shop.loblaws.ca/products/21587362/b2/en/front/21587362_front_a06_@2.png,7.43,7.03,6.63,7.43,7.59,6.55,7.03
21097553_KG,"Free from Bone in Center Cut chop Fast Fry, Club Size","We're committed to offering meat raised without the use of antibiotics or added hormones. Our PC Free From line has grown to include delicious cuts of every kind, from fresh to frozen, whole roasts to deli slices.<br><br>Pork loin is the tender, lean meat from the back of the pig. Tenderloin is lean and quick cooking, making it a great choice for kebabs and stir-fries, while loin is typically tied and roasted with herbs and vegetables. Try pork chops fried with sautéed apples on the side, and serve grilled back ribs with plenty of your favourite sauce.<br><br><div style=""background: #000; position: relative; padding-top: 0; height: 0; overflow: hidden; padding-bottom: 40%"">   <iframe style=""position: absolute; top: 0; left: 0; width: 100%; height: 100%;"" width=""1280px"" height=""500px"" frameborder=""0"" allowfullscreen="""" mozallowfullscreen="""" webkitallowfullscreen="""" src=""https://www.youtube.com/embed/OK1klfllaU0? title=0&amp;byline=0&amp;portrait=0&amp;color=ffffff"">   </iframe> </div>",KG,9.41,https://assets.shop.loblaws.ca/products/21097553/b2/en/front/21097553_front_a06_@2.png,8.75,8.28,7.81,8.75,8.94,7.72,8.28
20323829001_EA,Rice Pudding Tubs,"Made with simple ingredients. At Kozy Shack, we believe that simple ingredients make for better-tasting pudding and desserts. That is why our 45-year-old recipes use the same quality ingredients that you would use in your own kitchen.. SIMPLE INGREDIENTS. . DELICIOUS PUDDING.",EA,2.47,https://assets.shop.loblaws.ca/products/20323829001/b2/en/front/20323829001_front_a06_@2.png,2.3,2.17,2.05,2.3,2.35,2.03,2.17
20057990002_EA,Unsalted Peanuts,"Crunchy, dry-roasted, unsalted peanuts - a deliciously sensible snack.",EA,6.49,https://assets.shop.loblaws.ca/products/20057990002/b2/en/front/20057990002_front_a06_@2.png,6.04,5.71,5.39,6.04,6.17,5.32,5.71
20547343005_EA,French Roast Dark Roast Ground Coffee K-Cup Pods Box,"Muted with oil, the tumbling beans become eerily silent. A master roaster watches, knowing that if he pushes them a second too long, they'll burst into flame. White smoke hangs down as the glistening beans turn ebony. This is French Roast, and you can't roast it darker. Straightforward, light-bodied with low acidity, and immensely popular since 1971, our darkest roast is adored for its notes of dark caramel and sweet smoke. Designed for use with the KEURIG Single Cup Brewing System to provide a premium brewed coffee experience in less than a minute—without the mess.",EA,9.97,https://assets.shop.loblaws.ca/products/20547343005/b2/en/front/20547343005_front_a06_@2.png,9.27,8.77,8.28,9.27,9.47,8.18,8.77
21430567_EA,Cucumber Mint Flavour Green Tea,"<p>Keep cool with Cucumber Mint Flavour Green Tea. Made with brewed green tea, this refreshing beverage features 50 calories per 375 mL serving.</p>",EA,3.99,https://assets.shop.loblaws.ca/products/21430567/b2/en/front/21430567_front_a06_@2.png,3.71,3.51,3.31,3.71,3.79,3.27,3.51
20381735_EA,Chili Style Pinto & Red Kidney Beans,"For years, Heinz has proudly provided the highest quality products. Our Heinz Chili Style Pinto & Red Kidney Beans are no exception! For a southwestern kick, this blend of pinto and red kidney beans is seasoned with chili spices and peppers. Heinz Beans have been proudly prepared in Canada for over 100 years!<ul><li>Very high source of fibre</li><li>Low in fat and saturated fat & Cholesterol free</li><li>Good source of iron</li><li>Source of calcium</li><li>No preservatives</li></ul>",EA,1.25,https://assets.shop.loblaws.ca/products/20381735/b2/en/front/20381735_front_a06_@2.png,1.16,1.1,1.04,1.16,1.19,1.03,1.1
21298248_EA,Canned Mushrooms,,EA,1.99,https://assets.shop.loblaws.ca/products/21298248/b2/en/front/21298248_front_a06_@2.png,1.85,1.75,1.65,1.85,1.89,1.63,1.75
20548682003_EA,House Blend Ground Coffee,"It’s deceptively simple – a blend with fine Latin American beans roasted to a glistening, dark chestnut colour. Loaded with flavour, balancing tastes of nut and cocoa, just a touch of sweetness from the roast. This coffee is our beginning, the very first blend we ever created for you back in 1971. A delightful cup of coffee, period. House Blend is a treat paired with a morning bun or blueberry scone. Made with the same high-quality 100% arabica beans we use in our cafés and grinded to a universal blend, this coffee is perfect to use in any drip machine, pour over or French press.",EA,9.97,https://assets.shop.loblaws.ca/products/20548682003/b2/en/front/20548682003_front_a06_@2.png,9.27,8.77,8.28,9.27,9.47,8.18,8.77
21540504_C04,Craft Non-Alcoholic Beer Hazy Ipa,,C04,6.99,https://assets.shop.loblaws.ca/products/21540504/b2/en/front/21540504_front_a06_@2.png,6.5,6.15,5.8,6.5,6.64,5.73,6.15
20313984002_EA,"Nutri-Grain Cereal Bars, Mixed Berry 8 Bars","Nutri-Grain Mixed Berry Cereal Bars are made with 8g of Whole Grains and are a source of Fibre. With delicious real fruit filling and the soft baked texture you know and love from Nutri-Grain, these are the perfect morning snack that are grreat for any time of day.",EA,3.19,https://assets.shop.loblaws.ca/products/20313984002/b2/en/front/20313984002_front_a06_@2.png,2.97,2.81,2.65,2.97,3.03,2.62,2.81
21024447_EA,Crushed Tomatoes. No Salt Added,CELEBRATING 100 years in Canada.<br><br>1917 - 2017,EA,1.57,https://assets.shop.loblaws.ca/products/21024447/b2/en/front/21024447_front_a06_@2.png,1.46,1.38,1.3,1.46,1.49,1.29,1.38
